"ID","ELEC_TYPE_NAME","VOLT_NAME","PRC_NAME","CONTRACT_CAP","RUN_CAP","SHIFT_NO","BUILD_DATE","CANCEL_DATE","CHK_CYCLE","LAST_CHK_DATE","TMP_NAME","TMP_DATE"
"179407021","城镇居民生活用电","交流380V","居民生活<1kV(合表)","49.000000","49.000000","","1998/12/1","","24","1998/12/1","非临时用电",""
"179407075","城镇居民生活用电","交流380V","居民生活<1kV(合表)","30.000000","30.000000","","1999/6/1","","24","1999/6/1","非临时用电",""
"179407112","城镇居民生活用电","交流380V","居民生活<1kV(合表)","5.000000","5.000000","1","1999/8/1","","24","2017/8/31","非临时用电",""
"179407133","城镇居民生活用电","交流380V","居民生活<1kV(合表)","20.000000","20.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179407177","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1999/1/1","","24","1999/1/1","非临时用电",""
"179407206","城镇居民生活用电","交流380V","居民生活<1kV(合表)","20.000000","20.000000","1","1998/12/1","","120","1998/12/1","非临时用电",""
"179407239","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179407263","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1999/1/1","","24","1999/1/1","非临时用电",""
"179407295","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179407318","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179407385","非居民照明","交流380V","居民生活<1kV(合表)","45.000000","45.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179407386","城镇居民生活用电","交流380V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179407393","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","1","1999/6/1","","24","1999/6/1","非临时用电",""
"179407407","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179407409","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179407410","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179407460","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1999/6/1","","24","1999/6/1","非临时用电",""
"179407580","城镇居民生活用电","交流380V","居民生活<1kV(合表)","10.000000","10.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179407584","商业用电","交流380V","居民生活<1kV(合表)","60.000000","60.000000","1","1998/12/1","","24","2018/12/31","非临时用电",""
"179407589","城镇居民生活用电","交流380V","居民生活<1kV(合表)","3.000000","3.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179407591","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179407620","城镇居民生活用电","交流380V","居民生活<1kV(合表)","30.000000","30.000000","1","1998/12/1","","12","2021/3/1","非临时用电",""
"179407621","城镇居民生活用电","交流380V","居民生活<1kV(合表)","20.000000","20.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179407666","城镇居民生活用电","交流380V","居民生活<1kV(合表)","30.000000","30.000000","","1998/12/1","","24","1998/12/1","非临时用电",""
"179407669","城镇居民生活用电","交流380V","居民生活<1kV(合表)","40.000000","40.000000","","1998/12/1","","24","1998/12/1","非临时用电",""
"179407717","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179407787","城镇居民生活用电","交流380V","居民生活<1kV(合表)","40.000000","40.000000","","1998/12/1","","24","1998/12/1","非临时用电",""
"179407883","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179407885","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","1","1999/6/1","","24","1999/6/1","非临时用电",""
"179407887","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179407925","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179407930","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179410908","城镇居民生活用电","交流220V","居民生活<1kV(合表)","12.000000","12.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411001","城镇居民生活用电","交流380V","居民生活<1kV(合表)","40.000000","40.000000","","1999/3/1","","24","1999/3/1","非临时用电",""
"179411011","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411033","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411042","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411049","城镇居民生活用电","交流220V","居民生活<1kV(合表)","12.000000","12.000000","","1998/12/1","","24","1998/12/1","非临时用电",""
"179411183","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411186","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411205","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411212","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411216","城镇居民生活用电","交流220V","居民生活<1kV(合表)","12.000000","12.000000","","1998/12/1","","24","1998/12/1","非临时用电",""
"179411242","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411274","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411277","城镇居民生活用电","交流220V","居民生活<1kV(合表)","12.000000","12.000000","","1998/12/1","","24","1998/12/1","非临时用电",""
"179411284","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411307","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411309","城镇居民生活用电","交流220V","居民生活<1kV(合表)","12.000000","12.000000","","1998/12/1","","24","1998/12/1","非临时用电",""
"179411384","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411413","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411473","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411474","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1999/6/1","","24","1999/6/1","非临时用电",""
"179411480","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411486","城镇居民生活用电","交流220V","居民生活<1kV(合表)","12.000000","12.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411491","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411521","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411552","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411557","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","","1998/12/1","","24","1998/12/1","非临时用电",""
"179411570","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411581","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411590","城镇居民生活用电","交流380V","居民生活<1kV(合表)","42.000000","42.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411635","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411637","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411642","城镇居民生活用电","交流380V","居民生活<1kV(合表)","5.000000","5.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411652","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1999/6/1","","24","1999/6/1","非临时用电",""
"179411678","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411717","城镇居民生活用电","交流380V","居民生活<1kV(合表)","34.000000","34.000000","","1998/12/1","","24","1998/12/1","非临时用电",""
"179411745","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411754","城镇居民生活用电","交流220V","居民生活<1kV(合表)","12.000000","12.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411760","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","35","1998/12/1","非临时用电",""
"179411774","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411780","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411806","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","2000/3/1","","24","2000/3/1","非临时用电",""
"179411839","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411879","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411880","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411902","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411916","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1999/11/1","","24","1999/11/1","非临时用电",""
"179411955","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411979","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179411980","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412012","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412021","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412040","城镇居民生活用电","交流380V","居民生活<1kV(合表)","100.000000","100.000000","","1998/12/1","","24","2018/11/30","非临时用电",""
"179412041","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412065","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412101","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412102","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412106","城镇居民生活用电","交流380V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412122","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412145","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412160","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412202","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412206","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412223","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412232","城镇居民生活用电","交流380V","居民生活<1kV(合表)","40.000000","40.000000","","1998/12/1","","24","1998/12/1","非临时用电",""
"179412250","城镇居民生活用电","交流220V","居民生活<1kV(合表)","12.000000","12.000000","1","2000/2/1","","24","2000/2/1","非临时用电",""
"179412259","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412313","城镇居民生活用电","交流380V","居民生活<1kV(合表)","39.000000","39.000000","","1998/12/1","","24","1998/12/1","非临时用电",""
"179412330","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","1","1999/9/1","","24","1999/9/1","非临时用电",""
"179412336","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1999/9/1","","24","1999/9/1","非临时用电",""
"179412341","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412349","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","2000/2/1","","24","2000/2/1","非临时用电",""
"179412367","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412368","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412375","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","2000/2/1","","24","2000/2/1","非临时用电",""
"179412386","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1999/6/1","","36","1999/6/1","非临时用电",""
"179412394","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412402","城镇居民生活用电","交流380V","居民生活<1kV(合表)","30.000000","30.000000","","1999/9/1","","24","1999/9/1","非临时用电",""
"179412429","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412435","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412474","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1999/9/1","","24","1999/9/1","非临时用电",""
"179412475","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1999/9/1","","24","1999/9/1","非临时用电",""
"179412477","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","1","1999/9/1","","24","1999/9/1","非临时用电",""
"179412478","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1999/9/1","","24","1999/9/1","非临时用电",""
"179412486","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1999/9/1","","24","1999/9/1","非临时用电",""
"179412487","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1999/9/1","","24","1999/9/1","非临时用电",""
"179412488","城镇居民生活用电","交流380V","居民生活<1kV(合表)","20.000000","20.000000","","1999/9/1","","24","1999/9/1","非临时用电",""
"179412523","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412530","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412560","城镇居民生活用电","交流380V","居民生活<1kV(合表)","12.000000","12.000000","","1998/12/1","","24","1998/12/1","非临时用电",""
"179412605","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412654","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412674","城镇居民生活用电","交流380V","居民生活<1kV(合表)","30.000000","30.000000","","1998/12/1","","24","1998/12/1","非临时用电",""
"179412684","城镇居民生活用电","交流380V","居民生活<1kV(合表)","50.000000","50.000000","","1998/12/1","","24","1998/12/1","非临时用电",""
"179412701","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","","1998/12/1","","24","1998/12/1","非临时用电",""
"179412705","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412707","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","2000/3/10","","24","2000/3/10","非临时用电",""
"179412761","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412772","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412780","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412797","城镇居民生活用电","交流380V","居民生活<1kV(合表)","18.000000","18.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412811","城镇居民生活用电","交流220V","居民生活<1kV(合表)","40.000000","40.000000","1","1998/12/1","","12","2021/3/1","非临时用电",""
"179412817","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412826","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412848","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","2000/2/1","","24","2000/2/1","非临时用电",""
"179412853","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412862","城镇居民生活用电","交流220V","居民生活<1kV(合表)","2.000000","2.000000","1","1999/7/1","","24","1999/7/1","非临时用电",""
"179412872","城镇居民生活用电","交流380V","居民生活<1kV(合表)","39.000000","39.000000","","1998/12/1","","24","1998/12/1","非临时用电",""
"179412877","城镇居民生活用电","交流380V","居民生活<1kV(合表)","16.000000","16.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412879","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1999/5/1","","24","1999/5/1","非临时用电",""
"179412899","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412910","城镇居民生活用电","交流380V","居民生活<1kV(合表)","6.000000","6.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412936","城镇居民生活用电","交流380V","居民生活<1kV(合表)","39.000000","39.000000","","1998/12/1","","24","1998/12/1","非临时用电",""
"179412937","城镇居民生活用电","交流220V","居民生活<1kV(合表)","8.000000","8.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412943","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","1998/12/1","","24","1998/12/1","非临时用电",""
"179412961","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","2000/2/1","","24","2000/2/1","非临时用电",""
"179412963","城镇居民生活用电","交流220V","居民生活<1kV(合表)","12.000000","12.000000","1","2000/2/1","","24","2000/2/1","非临时用电",""
"179412974","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","2000/2/1","","24","2000/2/1","非临时用电",""
"179412978","城镇居民生活用电","交流380V","居民生活<1kV(合表)","30.000000","30.000000","","2000/2/1","","24","2000/2/1","非临时用电",""
"179412984","城镇居民生活用电","交流220V","居民生活<1kV(合表)","4.000000","4.000000","1","2000/2/1","","24","2000/2/1","非临时用电",""
"179412999","城镇居民生活用电","交流220V","居民生活<1kV(合表)","10.000000","10.000000","","1998/12/1","","24","1998/12/1","非临时用电",""
