"   ","ID","ELEC_TYPE_NAME","VOLT_NAME","PRC_NAME","CONTRACT_CAP","RUN_CAP","SHIFT_NO","BUILD_DATE","CANCEL_DATE","CHK_CYCLE","LAST_CHK_DATE","TMP_NAME","TMP_DATE","IS_FLAG"
"40","329467940","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"41","329467953","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"42","329467977","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"43","329468038","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"44","329468068","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"45","329468280","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"46","329468301","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"47","329468371","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"48","329468607","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"49","329468611","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","","2005/6/18","","240","2005/6/18","非临时用电","","0"
"50","329468908","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"51","329469087","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"52","329469260","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"53","329469275","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"54","329469435","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"55","329469508","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"56","329469575","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"57","329469586","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"58","329469588","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"59","329469591","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"60","329469598","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"61","329469673","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"62","329469676","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","12","2021/1/31","非临时用电","","0"
"63","329469682","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"64","329469809","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"65","329469925","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"66","329469993","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"67","329470017","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"68","329470086","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"69","329470241","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"70","329470335","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"71","329470359","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"72","329476449","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","3.000000","3.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"73","329476504","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","12","2021/1/31","非临时用电","","0"
"74","329476609","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"75","329476614","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"76","329476657","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"77","329476697","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"78","329476705","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"79","329476724","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"80","329476868","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"81","329476881","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"82","329476882","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"83","329476926","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"84","329476931","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"85","329477077","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"86","329477078","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"87","329477211","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"88","329477263","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"89","329477286","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"90","329477289","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"91","329477352","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"92","329477410","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"93","329477417","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"94","329477421","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"95","329477448","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"96","329477453","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"97","329477471","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"98","329477548","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"99","329477556","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"100","329477612","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"101","329477613","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"102","329477647","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"103","329477719","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"104","329477763","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"105","329477928","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"106","329478041","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","25.000000","25.000000","","2005/6/18","","240","2005/6/18","非临时用电","","0"
"107","329478083","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"108","329478150","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"109","329478196","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"110","329478275","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"111","329478568","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"112","329478781","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"113","329478782","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"114","329478823","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","30.000000","30.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"115","329479090","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"116","329479127","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","39.000000","39.000000","","2005/6/18","","240","2005/6/18","非临时用电","","0"
"117","329479225","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","60","2005/6/18","非临时用电","","0"
"118","329479287","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"119","329479406","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"120","329479515","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"121","329479738","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"122","329479874","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"123","329480101","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"124","329480119","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"125","329480121","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"126","329480145","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"127","329480174","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"128","329480413","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"129","329480419","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"130","329480420","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"131","329480461","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","39.000000","39.000000","","2005/6/18","","240","2005/6/18","非临时用电","","0"
"132","329480462","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"133","329480843","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/7/18","","240","2005/7/18","非临时用电","","0"
"134","329480919","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"135","329481102","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"136","329481111","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"137","329481184","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"138","329481201","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"139","329481566","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","39.000000","39.000000","","2005/6/18","","240","2005/6/18","非临时用电","","0"
"140","329481578","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"141","329481599","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"142","329481708","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/7/18","","240","2005/7/18","非临时用电","","0"
"143","329481719","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"144","329481761","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"145","329482293","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"146","329482294","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"147","329482757","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"148","329482778","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"149","329482956","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/7/18","","24","2005/7/18","非临时用电","","0"
"150","329483248","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"151","329483317","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"152","329483503","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/7/18","","240","2005/7/18","非临时用电","","0"
"153","329483569","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/7/18","","240","2005/7/18","非临时用电","","0"
"154","329484112","乡村居民生活用电","交流380V","居民合表电价(不满1千伏）","30.000000","30.000000","1","2005/7/18","","240","2005/7/18","非临时用电","","0"
"155","329484163","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"156","329484291","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"157","329484389","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"158","329484548","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"159","329484556","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"160","329484752","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"161","329485235","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"162","329485288","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/18","","240","2005/6/18","非临时用电","","0"
"163","329485725","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/7/18","","240","2005/7/18","非临时用电","","0"
"164","329486041","乡村居民生活用电","交流380V","居民合表电价(不满1千伏）","39.000000","39.000000","1","2005/7/18","","240","2005/7/18","非临时用电","","0"
"165","329486554","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/7/18","","240","2005/7/18","非临时用电","","0"
"166","329486956","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/7/18","","240","2005/7/18","非临时用电","","0"
"167","329487367","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/7/18","","24","2005/7/18","非临时用电","","0"
"168","329487724","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/7/18","","240","2005/7/18","非临时用电","","0"
"169","329487757","乡村居民生活用电","交流380V","居民合表电价(不满1千伏）","20.000000","20.000000","1","2005/7/18","","240","2005/7/18","非临时用电","","0"
"170","329487845","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/7/18","","240","2005/7/18","非临时用电","","0"
"171","329488326","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/7/18","","240","2005/7/18","非临时用电","","0"
"172","329488460","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/7/18","","240","2005/7/18","非临时用电","","0"
"173","329489064","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/7/18","","240","2005/7/18","非临时用电","","0"
"174","329489178","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/7/18","","240","2005/7/18","非临时用电","","0"
"175","329489234","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/7/18","","240","2005/7/18","非临时用电","","0"
"176","329489865","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/7/18","","240","2005/7/18","非临时用电","","0"
"177","329489883","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2005/7/18","","240","2005/7/18","非临时用电","","0"
"178","329490034","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/7/18","","240","2005/7/18","非临时用电","","0"
"179","329490131","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/7/18","","24","2005/7/18","非临时用电","","0"
"180","329490923","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/7/18","","240","2005/7/18","非临时用电","","0"
